position_id,as_of_date,client_id,portfolio,security_id,quantity,market_value,source_system,base_currency
POS0000292,2026-05-18,CL599,PORT-003,SEC00169,67306.0,224497.78,IBOR,EUR
POS0000293,2026-05-17,CL591,PORT-011,SEC00251,27464.0,169076.93,Custodian,JPY
POS0000294,2026-05-18,CL277,PORT-021,SEC00150,68310.0,65517.33,IBOR,GBP
POS0000295,2026-05-16,CL609,PORT-066,SEC00006,90889.0,189607.72,ABOR,USD
POS0000296,2026-05-16,CL563,PORT-032,SEC00204,49414.0,111057.6,ABOR,EUR
POS0000297,2026-05-16,CL381,PORT-003,SEC00208,82989.0,65554.61,Custodian,CAD
POS0000298,2026-05-18,CL407,PORT-042,SEC00073,29820.0,131759.06,Custodian,GBP
POS0000299,2026-05-16,CL790,PORT-050,SEC00229,49345.0,351424.88,Custodian,CAD
POS0000300,2026-05-15,CL707,PORT-037,SEC00072,35895.0,335990.08,ABOR,EUR
POS0000301,2026-05-15,CL522,PORT-008,SEC00221,80343.0,287233.65,IBOR,CAD
POS0000302,2026-05-16,CL643,PORT-070,SEC00239,86090.0,191288.82,ABOR,INR
POS0000303,2026-05-18,CL316,PORT-068,SEC00043,47818.0,232693.71,IBOR,GBP
POS0000304,2026-05-16,CL548,PORT-072,SEC00093,75763.0,172678.5,IBOR,JPY
POS0000305,2026-05-16,CL605,PORT-077,SEC00052,86314.0,83865.49,Custodian,CAD
POS0000306,2026-05-14,CL327,PORT-026,SEC00232,49276.0,94532.49,Custodian,JPY
POS0000307,2026-05-17,CL252,PORT-034,SEC00075,52855.0,113061.98,ABOR,CAD
POS0000308,2026-05-18,CL572,PORT-076,SEC00205,66140.0,377307.37,Custodian,USD
POS0000309,2026-05-15,CL945,PORT-036,SEC00133,31464.0,310523.37,IBOR,USD
POS0000310,2026-05-16,CL515,PORT-069,SEC00026,52422.0,85141.81,IBOR,USD
POS0000311,2026-05-17,CL910,PORT-052,SEC00282,97141.0,168053.0,IBOR,EUR
POS0000312,2026-05-19,CL865,PORT-074,SEC00227,39000.0,127827.34,ABOR,INR
POS0000313,2026-05-15,CL769,PORT-001,SEC00083,68784.0,148292.16,ABOR,CAD
POS0000314,2026-05-15,CL904,PORT-056,SEC00281,61524.0,117992.26,IBOR,JPY
POS0000315,2026-05-14,CL469,PORT-064,SEC00226,46397.0,378289.47,ABOR,GBP
POS0000316,2026-05-16,CL782,PORT-016,SEC00261,54876.0,160918.95,IBOR,CAD
POS0000317,2026-05-16,CL230,PORT-059,SEC00056,88558.0,185293.08,Custodian,JPY
POS0000318,2026-05-18,CL387,PORT-016,SEC00002,62179.0,186195.96,IBOR,JPY
POS0000319,2026-05-17,CL609,PORT-072,SEC00019,65616.0,87845.77,ABOR,USD
POS0000320,2026-05-19,CL134,PORT-072,SEC00172,85219.0,173708.21,ABOR,EUR
POS0000321,2026-05-16,CL787,PORT-001,SEC00251,43633.0,307856.82,IBOR,INR
POS0000322,2026-05-15,CL931,PORT-041,SEC00292,26968.0,393806.36,Custodian,INR
POS0000323,2026-05-15,CL194,PORT-031,SEC00307,88904.0,81741.0,ABOR,GBP
POS0000324,2026-05-16,CL991,PORT-071,SEC00191,53003.0,65436.75,Custodian,INR
POS0000325,2026-05-15,CL179,PORT-026,SEC00202,69659.0,168936.93,ABOR,INR
POS0000326,2026-05-16,CL214,PORT-057,SEC00092,33229.0,316637.4,ABOR,USD
POS0000327,2026-05-15,CL785,PORT-010,SEC00000,58548.0,201946.46,ABOR,CAD
POS0000328,2026-05-17,CL716,PORT-017,SEC00062,25867.0,244795.3,Custodian,INR
POS0000329,2026-05-16,CL941,PORT-078,SEC00017,51402.0,71958.91,IBOR,EUR
POS0000330,2026-05-16,CL482,PORT-031,SEC00219,35746.0,115474.79,Custodian,EUR
POS0000331,2026-05-16,CL614,PORT-061,SEC00160,30692.0,43579.09,Custodian,CAD
POS0000332,2026-05-16,CL233,PORT-077,SEC00246,43331.0,149418.62,IBOR,EUR
POS0000333,2026-05-15,CL721,PORT-077,SEC00047,-455.0,44421.03,ABOR,USD
POS0000334,2026-05-18,CL997,PORT-002,SEC00292,24482.0,362071.51,Custodian,USD
POS0000335,2026-05-18,CL636,PORT-019,SEC00230,67213.0,413698.56,Custodian,EUR
POS0000336,2026-05-16,CL938,PORT-057,SEC00289,57649.0,177085.17,ABOR,JPY
POS0000337,2026-05-16,CL453,PORT-074,SEC00207,26368.0,65673.85,ABOR,GBP
POS0000338,2026-05-16,CL983,PORT-078,SEC00108,62053.0,203908.69,ABOR,INR
POS0000339,2026-05-18,CL582,PORT-057,SEC00200,30679.0,496569.9,ABOR,EUR
POS0000340,2026-05-15,CL229,PORT-009,SEC00193,65883.0,216520.67,ABOR,EUR
POS0000341,2026-05-16,CL425,PORT-059,SEC00057,47456.0,331369.85,ABOR,GBP
POS0000342,2026-05-17,CL542,PORT-022,SEC00032,42847.0,121649.69,ABOR,INR
POS0000343,2026-05-14,CL160,PORT-064,SEC00208,47997.0,96497.65,ABOR,JPY
POS0000344,2026-05-17,CL905,PORT-044,SEC00030,106310.0,155979.96,Custodian,INR
POS0000345,2026-05-19,CL315,PORT-015,SEC00032,33306.0,51224.68,IBOR,USD
POS0000346,2026-05-14,CL706,PORT-067,SEC00022,54984.0,633143.98,IBOR,GBP
POS0000347,2026-05-17,CL927,PORT-079,SEC00199,67190.0,176979.65,IBOR,GBP
POS0000348,2026-05-14,CL490,PORT-041,SEC00296,28827.0,273775.52,ABOR,USD
POS0000349,2026-05-16,CL647,PORT-065,SEC00159,14926.0,123388.71,Custodian,EUR
POS0000350,2026-05-18,CL564,PORT-005,SEC00048,36776.0,64482.44,Custodian,EUR
POS0000351,2026-05-17,CL786,PORT-022,SEC00164,66708.0,382884.59,IBOR,GBP
POS0000352,2026-05-14,CL134,PORT-011,SEC00154,42476.0,82912.39,ABOR,USD
POS0000353,2026-05-14,CL423,PORT-023,SEC00189,44916.0,200647.17,ABOR,EUR
POS0000354,2026-05-19,CL649,PORT-030,SEC00138,70037.0,212320.22,Custodian,CAD
POS0000355,2026-05-14,CL182,PORT-035,SEC00170,32260.0,170138.96,IBOR,USD
POS0000356,2026-05-14,CL872,PORT-026,SEC00103,48047.0,101645.8,IBOR,INR
POS0000357,2026-05-16,CL668,PORT-044,SEC00289,16695.0,148779.51,IBOR,JPY
POS0000358,2026-05-18,CL102,PORT-018,SEC00172,57056.0,92039.17,ABOR,USD
POS0000359,2026-05-16,CL110,PORT-028,SEC00099,55049.0,264476.22,IBOR,GBP
POS0000360,2026-05-17,CL243,PORT-067,SEC00000,67502.0,229332.49,ABOR,JPY
POS0000361,2026-05-19,CL696,PORT-045,SEC00217,24804.0,160678.14,ABOR,EUR
POS0000362,2026-05-14,CL565,PORT-003,SEC00121,45778.0,115726.98,IBOR,EUR
POS0000363,2026-05-16,CL533,PORT-026,SEC00079,21874.0,576304.09,IBOR,INR
POS0000364,2026-05-19,CL604,PORT-066,SEC00153,44586.0,74515.44,IBOR,USD
POS0000365,2026-05-17,CL544,PORT-015,SEC00155,82599.0,64423.4,ABOR,CAD
POS0000366,2026-05-14,CL408,PORT-073,SEC00257,42943.0,154940.49,Custodian,EUR
POS0000367,2026-05-17,CL106,PORT-024,SEC00173,19950.0,139409.59,ABOR,GBP
POS0000368,2026-05-17,CL125,PORT-050,SEC00224,35043.0,314440.29,IBOR,USD
POS0000369,2026-05-19,CL719,PORT-038,SEC00207,14559.0,239826.22,Custodian,CAD
POS0000370,2026-05-19,CL768,PORT-050,SEC00271,21493.0,165663.74,ABOR,EUR
POS0000371,2026-05-14,CL315,PORT-063,SEC00001,64762.0,219740.52,Custodian,INR
POS0000372,2026-05-14,CL318,PORT-012,SEC00120,18182.0,217357.65,IBOR,EUR
POS0000373,2026-05-19,CL466,PORT-028,SEC00228,56871.0,575005.01,ABOR,USD
POS0000374,2026-05-16,CL679,PORT-045,SEC00045,50566.0,189476.07,ABOR,GBP
POS0000375,2026-05-15,CL633,PORT-021,SEC00141,38306.0,108158.58,ABOR,JPY
POS0000376,2026-05-14,CL602,PORT-030,SEC00128,55002.0,183340.56,Custodian,GBP
POS0000377,2026-05-16,CL133,PORT-070,SEC00257,29371.0,33819.48,ABOR,CAD
POS0000378,2026-05-14,CL487,PORT-019,SEC00308,68499.0,159597.69,IBOR,JPY
POS0000379,2026-05-19,CL776,PORT-015,SEC00034,34637.0,313573.63,Custodian,INR
POS0000380,2026-05-19,CL630,PORT-047,SEC00068,41500.0,233587.14,ABOR,GBP
POS0000381,2026-05-17,CL825,PORT-008,SEC00247,38882.0,194684.12,Custodian,USD
POS0000382,2026-05-18,CL724,PORT-001,SEC00055,65168.0,240275.99,Custodian,GBP
POS0000383,2026-05-15,CL908,PORT-069,SEC00159,61978.0,315512.61,Custodian,JPY
POS0000384,2026-05-17,CL614,PORT-022,SEC00302,-7677.0,382751.05,IBOR,GBP
POS0000385,2026-05-17,CL611,PORT-010,SEC00312,55593.0,212877.79,ABOR,INR
POS0000386,2026-05-16,CL601,PORT-052,SEC00303,11619.0,134636.41,IBOR,CAD
POS0000387,2026-05-14,CL337,PORT-038,SEC00043,42491.0,40614.76,ABOR,USD
POS0000388,2026-05-19,CL492,PORT-036,SEC00047,47620.0,292700.17,ABOR,USD
POS0000389,2026-05-16,CL251,PORT-035,SEC00056,42255.0,221709.11,ABOR,EUR
POS0000390,2026-05-17,CL486,PORT-012,SEC00246,61018.0,178366.5,Custodian,JPY
POS0000391,2026-05-19,CL234,PORT-068,SEC00057,65842.0,107706.92,Custodian,USD
POS0000392,2026-05-15,CL541,PORT-001,SEC00137,32984.0,290422.26,Custodian,EUR
POS0000393,2026-05-14,CL957,PORT-039,SEC00261,32184.0,139477.44,IBOR,GBP
POS0000394,2026-05-18,CL506,PORT-022,SEC00157,49209.0,159427.85,ABOR,GBP
POS0000395,2026-05-15,CL764,PORT-051,SEC00300,16038.0,157378.16,Custodian,CAD
POS0000396,2026-05-15,CL494,PORT-044,SEC00159,39506.0,213184.02,IBOR,JPY
POS0000397,2026-05-15,CL914,PORT-031,SEC00121,79658.0,81700.94,Custodian,CAD
POS0000398,2026-05-17,CL289,PORT-043,SEC00309,16861.0,228098.11,IBOR,INR
POS0000399,2026-05-18,CL850,PORT-018,SEC00175,42517.0,105605.63,ABOR,GBP
POS0000400,2026-05-19,CL751,PORT-011,SEC00059,36969.0,107852.28,IBOR,CAD
POS0000401,2026-05-19,CL899,PORT-072,SEC00203,94116.0,276825.89,Custodian,CAD
POS0000402,2026-05-18,CL219,PORT-049,SEC00247,38167.0,89588.56,IBOR,GBP
POS0000403,2026-05-16,CL904,PORT-052,SEC00268,39444.0,276527.47,ABOR,CAD
POS0000404,2026-05-19,CL916,PORT-079,SEC00001,27323.0,172960.76,ABOR,EUR
POS0000405,2026-05-15,CL366,PORT-072,SEC00034,50205.0,60538.45,IBOR,EUR
POS0000406,2026-05-16,CL661,PORT-047,SEC00201,55944.0,369049.3,ABOR,INR
POS0000407,2026-05-17,CL627,PORT-063,SEC00237,30512.0,196055.34,IBOR,INR
POS0000408,2026-05-19,CL143,PORT-042,SEC00208,71752.0,206173.95,ABOR,EUR
POS0000409,2026-05-16,CL572,PORT-019,SEC00122,55963.0,297850.03,ABOR,INR
POS0000410,2026-05-15,CL692,PORT-050,SEC00241,68742.0,400125.07,ABOR,JPY
POS0000411,2026-05-17,CL284,PORT-073,SEC00185,42781.0,183618.61,ABOR,JPY
POS0000412,2026-05-15,CL425,PORT-070,SEC00296,55350.0,235713.51,IBOR,CAD
POS0000413,2026-05-18,CL626,PORT-040,SEC00117,45312.0,203355.62,ABOR,USD
POS0000414,2026-05-19,CL935,PORT-075,SEC00241,82069.0,132492.24,IBOR,GBP
POS0000415,2026-05-16,CL154,PORT-016,SEC00046,52558.0,62940.07,IBOR,EUR
POS0000416,2026-05-14,CL941,PORT-004,SEC00234,50193.0,185155.86,IBOR,JPY
POS0000417,2026-05-14,CL833,PORT-032,SEC00234,39919.0,372265.54,Custodian,USD
POS0000418,2026-05-14,CL860,PORT-017,SEC00081,38649.0,230959.99,ABOR,USD
POS0000419,2026-05-19,CL142,PORT-076,SEC00019,55230.0,85780.42,IBOR,INR
POS0000420,2026-05-19,CL610,PORT-010,SEC00317,68031.0,314428.79,IBOR,USD
POS0000421,2026-05-16,CL431,PORT-043,SEC00024,34940.0,135174.0,ABOR,GBP
POS0000422,2026-05-14,CL926,PORT-062,SEC00149,52785.0,46387.46,Custodian,CAD
POS0000423,2026-05-14,CL766,PORT-009,SEC00000,54052.0,299761.46,Custodian,CAD
POS0000424,2026-05-18,CL684,PORT-004,SEC00133,57884.0,92297.43,ABOR,EUR
POS0000425,2026-05-17,CL124,PORT-044,SEC00262,12435.0,473750.94,IBOR,CAD
POS0000426,2026-05-16,CL886,PORT-072,SEC00160,29656.0,324053.54,IBOR,GBP
POS0000427,2026-05-14,CL540,PORT-002,SEC00076,19951.0,141962.81,IBOR,EUR
POS0000428,2026-05-18,CL243,PORT-002,SEC00126,50723.0,214403.69,ABOR,JPY
POS0000429,2026-05-14,CL885,PORT-074,SEC00029,30179.0,696867.9,IBOR,GBP
POS0000430,2026-05-15,CL912,PORT-048,SEC00189,39083.0,296559.82,IBOR,GBP
POS0000431,2026-05-19,CL546,PORT-056,SEC00001,23726.0,187760.03,Custodian,GBP
POS0000432,2026-05-14,CL694,PORT-022,SEC00111,41129.0,921255.23,IBOR,USD
POS0000433,2026-05-16,CL648,PORT-025,SEC00019,25270.0,174651.63,IBOR,EUR
POS0000434,2026-05-14,CL372,PORT-038,SEC00076,66674.0,230749.71,ABOR,EUR
POS0000435,2026-05-18,CL772,PORT-017,SEC00021,60543.0,92806.51,ABOR,CAD
POS0000436,2026-05-14,CL997,PORT-035,SEC00296,53305.0,59585.57,ABOR,GBP
POS0000437,2026-05-19,CL939,PORT-076,SEC00247,43357.0,136942.8,IBOR,JPY
POS0000438,2026-05-19,CL717,PORT-060,SEC00296,5171.0,166549.0,Custodian,GBP
POS0000439,2026-05-17,CL423,PORT-069,SEC00218,39919.0,198304.33,Custodian,CAD
POS0000440,2026-05-16,CL916,PORT-040,SEC00158,33248.0,69434.38,IBOR,INR
POS0000441,2026-05-18,CL933,PORT-063,SEC00055,55440.0,241930.21,ABOR,INR
POS0000442,2026-05-18,CL105,PORT-034,SEC00307,63634.0,98890.52,ABOR,EUR
POS0000443,2026-05-17,CL404,PORT-049,SEC00293,57142.0,234506.98,ABOR,EUR
POS0000444,2026-05-19,CL596,PORT-058,SEC00133,77787.0,285202.83,ABOR,CAD
POS0000445,2026-05-18,CL619,PORT-066,SEC00072,37497.0,128372.89,Custodian,CAD
POS0000446,2026-05-19,CL740,PORT-074,SEC00123,36585.0,91281.98,Custodian,EUR
POS0000447,2026-05-14,CL561,PORT-009,SEC00126,72833.0,410934.7,IBOR,GBP
POS0000448,2026-05-14,CL112,PORT-063,SEC00293,53657.0,274785.83,Custodian,EUR
POS0000449,2026-05-16,CL249,PORT-057,SEC00021,44566.0,178293.4,ABOR,INR
POS0000450,2026-05-15,CL785,PORT-059,SEC00202,90623.0,392800.32,IBOR,CAD
POS0000451,2026-05-19,CL723,PORT-002,SEC00245,62710.0,171092.06,Custodian,CAD
POS0000452,2026-05-19,CL685,PORT-039,SEC00244,45808.0,112161.57,Custodian,CAD
POS0000453,2026-05-17,CL496,PORT-076,SEC00061,34909.0,89230.55,IBOR,GBP
POS0000454,2026-05-14,CL347,PORT-072,SEC00132,79183.0,152561.11,Custodian,EUR
POS0000455,2026-05-17,CL376,PORT-019,SEC00109,54554.0,258598.59,Custodian,CAD
POS0000456,2026-05-15,CL719,PORT-039,SEC00130,50539.0,374690.46,IBOR,GBP
POS0000457,2026-05-17,CL553,PORT-069,SEC00027,64878.0,165066.9,ABOR,EUR
POS0000458,2026-05-18,CL217,PORT-074,SEC00026,69362.0,337012.38,IBOR,CAD
POS0000459,2026-05-15,CL459,PORT-027,SEC00007,62097.0,143119.95,Custodian,GBP
POS0000460,2026-05-17,CL840,PORT-064,SEC00309,69447.0,101828.08,IBOR,USD
POS0000461,2026-05-15,CL638,PORT-066,SEC00133,59930.0,74325.7,ABOR,CAD
POS0000462,2026-05-15,CL878,PORT-012,SEC00072,62208.0,120121.14,IBOR,EUR
POS0000463,2026-05-15,CL557,PORT-003,SEC00255,33904.0,76024.09,IBOR,EUR
POS0000464,2026-05-15,CL536,PORT-004,SEC00158,89828.0,543457.6,ABOR,JPY
POS0000465,2026-05-15,CL953,PORT-012,SEC00116,22859.0,211838.16,Custodian,EUR
POS0000466,2026-05-17,CL556,PORT-059,SEC00036,56806.0,153680.51,IBOR,INR
POS0000467,2026-05-18,CL221,PORT-031,SEC00123,20591.0,457348.54,IBOR,INR
POS0000468,2026-05-16,CL461,PORT-055,SEC00207,47841.0,74506.35,ABOR,JPY
POS0000469,2026-05-18,CL682,PORT-008,SEC00199,37432.0,149898.59,ABOR,EUR
POS0000470,2026-05-19,CL410,PORT-048,SEC00125,52987.0,540259.18,Custodian,GBP
POS0000471,2026-05-17,CL468,PORT-059,SEC00196,57519.0,149279.5,IBOR,EUR
POS0000472,2026-05-16,CL884,PORT-078,SEC00245,28961.0,706506.91,ABOR,CAD
POS0000473,2026-05-16,CL491,PORT-026,SEC00297,49353.0,260761.87,ABOR,INR
POS0000474,2026-05-17,CL374,PORT-044,SEC00169,80661.0,356309.69,ABOR,USD
POS0000475,2026-05-15,CL196,PORT-039,SEC00072,21130.0,362556.97,ABOR,JPY
POS0000476,2026-05-18,CL462,PORT-028,SEC00041,31211.0,162911.35,Custodian,INR
POS0000477,2026-05-16,CL789,PORT-051,SEC00050,68937.0,121427.54,IBOR,JPY
POS0000478,2026-05-18,CL369,PORT-045,SEC00003,51706.0,151863.26,IBOR,USD
POS0000479,2026-05-14,CL523,PORT-066,SEC00178,53325.0,90024.8,Custodian,USD
POS0000480,2026-05-16,CL690,PORT-003,SEC00067,72491.0,156439.13,ABOR,INR
POS0000481,2026-05-16,CL934,PORT-018,SEC00072,32530.0,162325.1,IBOR,JPY
POS0000482,2026-05-17,CL831,PORT-046,SEC00231,38575.0,448444.85,IBOR,JPY
POS0000483,2026-05-15,CL357,PORT-046,SEC00102,35862.0,232341.94,IBOR,EUR
POS0000484,2026-05-17,CL247,PORT-072,SEC00265,42340.0,671702.31,ABOR,EUR
POS0000485,2026-05-15,CL703,PORT-054,SEC00043,79469.0,44545.82,IBOR,GBP
POS0000486,2026-05-19,CL329,PORT-001,SEC00109,12576.0,78415.26,Custodian,JPY
POS0000487,2026-05-15,CL452,PORT-039,SEC00016,23727.0,131504.03,IBOR,GBP
POS0000488,2026-05-14,CL193,PORT-067,SEC00171,19955.0,398513.51,IBOR,CAD
POS0000489,2026-05-18,CL796,PORT-069,SEC00039,80837.0,152398.44,IBOR,EUR
POS0000490,2026-05-18,CL244,PORT-064,SEC00076,36483.0,67460.93,ABOR,GBP
POS0000491,2026-05-14,CL442,PORT-038,SEC00235,42813.0,140494.74,IBOR,EUR
POS0000492,2026-05-17,CL465,PORT-009,SEC00281,14478.0,79335.51,Custodian,USD
POS0000493,2026-05-15,CL138,PORT-017,SEC00174,44228.0,70532.19,ABOR,GBP
POS0000494,2026-05-18,CL797,PORT-067,SEC00308,69063.0,539985.03,Custodian,USD
POS0000495,2026-05-17,CL656,PORT-027,SEC00242,55565.0,131799.18,ABOR,GBP
POS0000496,2026-05-15,CL586,PORT-061,SEC00240,47627.0,180573.24,Custodian,JPY
POS0000497,2026-05-14,CL259,PORT-003,SEC00316,15573.0,153925.84,IBOR,GBP
POS0000498,2026-05-17,CL147,PORT-039,SEC00028,42785.0,139958.7,ABOR,INR
POS0000499,2026-05-19,CL150,PORT-076,SEC00074,53232.0,98282.71,Custodian,EUR
POS0000500,2026-05-17,CL661,PORT-020,SEC00139,28180.0,135079.56,Custodian,GBP
POS0000501,2026-05-16,CL772,PORT-003,SEC00197,64408.0,199255.12,IBOR,CAD
POS0000502,2026-05-14,CL814,PORT-023,SEC00316,69472.0,381238.78,Custodian,EUR
POS0000503,2026-05-14,CL819,PORT-005,SEC00031,38370.0,287351.47,Custodian,JPY
POS0000504,2026-05-15,CL453,PORT-049,SEC00073,65968.0,78320.12,ABOR,INR
POS0000505,2026-05-19,CL101,PORT-016,SEC00095,47586.0,294525.08,ABOR,GBP
POS0000506,2026-05-16,CL320,PORT-020,SEC00214,75237.0,216482.03,ABOR,EUR
POS0000507,2026-05-16,CL807,PORT-047,SEC00304,94751.0,111878.35,ABOR,INR
POS0000508,2026-05-17,CL786,PORT-026,SEC00300,25939.0,181544.9,IBOR,USD
POS0000509,2026-05-14,CL556,PORT-052,SEC00239,66929.0,229434.37,IBOR,EUR
POS0000510,2026-05-14,CL121,PORT-074,SEC00247,78709.0,167415.12,ABOR,GBP
POS0000511,2026-05-18,CL798,PORT-074,SEC00132,28645.0,217107.09,IBOR,EUR
POS0000512,2026-05-14,CL833,PORT-058,SEC00194,37347.0,96977.03,Custodian,JPY
POS0000513,2026-05-14,CL304,PORT-077,SEC00054,37100.0,538045.94,Custodian,JPY
POS0000514,2026-05-15,CL823,PORT-059,SEC00162,47079.0,51145.47,IBOR,CAD
POS0000515,2026-05-17,CL675,PORT-006,SEC00093,42160.0,230201.6,ABOR,JPY
POS0000516,2026-05-15,CL898,PORT-076,SEC00297,45638.0,202816.74,IBOR,JPY
POS0000517,2026-05-16,CL663,PORT-045,SEC00117,68436.0,239370.07,IBOR,INR
POS0000518,2026-05-14,CL180,PORT-001,SEC00126,8292.0,106401.8,Custodian,EUR
POS0000519,2026-05-15,CL681,PORT-050,SEC00128,28574.0,328245.87,ABOR,GBP
POS0000520,2026-05-14,CL196,PORT-020,SEC00288,64738.0,152544.49,ABOR,INR
POS0000521,2026-05-17,CL332,PORT-043,SEC00298,62161.0,79879.22,Custodian,EUR
POS0000522,2026-05-19,CL884,PORT-052,SEC00137,26712.0,84382.37,IBOR,EUR
POS0000523,2026-05-17,CL970,PORT-003,SEC00318,62313.0,175399.77,IBOR,EUR
POS0000524,2026-05-14,CL527,PORT-035,SEC00242,79191.0,62447.85,Custodian,CAD
POS0000525,2026-05-16,CL361,PORT-005,SEC00270,48921.0,479406.23,IBOR,GBP
POS0000526,2026-05-15,CL452,PORT-009,SEC00293,27825.0,305392.39,Custodian,EUR
POS0000527,2026-05-16,CL317,PORT-017,SEC00106,69249.0,487042.46,IBOR,INR
POS0000528,2026-05-16,CL615,PORT-062,SEC00176,87907.0,457189.89,Custodian,CAD
POS0000529,2026-05-19,CL478,PORT-033,SEC00091,30505.0,131775.65,IBOR,USD
POS0000530,2026-05-17,CL152,PORT-004,SEC00099,50864.0,96606.6,ABOR,CAD
POS0000531,2026-05-19,CL648,PORT-060,SEC00148,73983.0,32641.39,Custodian,INR
POS0000532,2026-05-17,CL678,PORT-043,SEC00016,52538.0,127549.46,Custodian,CAD
POS0000533,2026-05-15,CL699,PORT-012,SEC00068,11559.0,469485.04,ABOR,USD
POS0000534,2026-05-15,CL949,PORT-045,SEC00258,59755.0,99041.04,ABOR,USD
POS0000535,2026-05-18,CL732,PORT-020,SEC00053,28466.0,143493.84,ABOR,GBP
POS0000536,2026-05-16,CL707,PORT-051,SEC00199,22044.0,116687.87,Custodian,CAD
POS0000537,2026-05-18,CL290,PORT-075,SEC00245,11990.0,203820.93,Custodian,GBP
POS0000538,2026-05-18,CL517,PORT-025,SEC00084,76189.0,352093.07,ABOR,INR
POS0000539,2026-05-14,CL490,PORT-059,SEC00146,31636.0,64632.56,IBOR,EUR
POS0000540,2026-05-16,CL963,PORT-002,SEC00280,57333.0,72499.46,ABOR,GBP
POS0000541,2026-05-18,CL526,PORT-033,SEC00267,62737.0,397111.36,Custodian,CAD
POS0000542,2026-05-19,CL718,PORT-071,SEC00294,53560.0,252670.14,Custodian,GBP
POS0000543,2026-05-19,CL586,PORT-006,SEC00201,56525.0,139298.12,Custodian,INR
POS0000544,2026-05-17,CL151,PORT-074,SEC00283,58383.0,453272.9,Custodian,JPY
POS0000545,2026-05-19,CL941,PORT-008,SEC00127,53038.0,71752.84,ABOR,EUR
POS0000546,2026-05-16,CL702,PORT-039,SEC00192,33276.0,284568.16,ABOR,CAD
POS0000547,2026-05-17,CL307,PORT-015,SEC00213,31315.0,156225.72,IBOR,CAD
POS0000548,2026-05-16,CL153,PORT-002,SEC00312,47690.0,234198.96,Custodian,INR
POS0000549,2026-05-18,CL942,PORT-028,SEC00117,47224.0,38859.53,Custodian,GBP
POS0000550,2026-05-19,CL376,PORT-046,SEC00279,59445.0,139187.61,Custodian,GBP
POS0000551,2026-05-19,CL115,PORT-058,SEC00162,74236.0,253236.23,ABOR,EUR
POS0000552,2026-05-19,CL653,PORT-025,SEC00033,57566.0,156686.44,ABOR,JPY
POS0000553,2026-05-19,CL114,PORT-039,SEC00209,32161.0,345648.85,IBOR,EUR
POS0000554,2026-05-18,CL293,PORT-015,SEC00313,2015.0,338772.14,ABOR,EUR
POS0000555,2026-05-15,CL903,PORT-058,SEC00145,33083.0,91570.26,ABOR,USD
POS0000556,2026-05-16,CL134,PORT-014,SEC00175,20421.0,266837.62,ABOR,GBP
POS0000557,2026-05-18,CL776,PORT-069,SEC00296,33932.0,89715.82,Custodian,INR
POS0000558,2026-05-14,CL655,PORT-015,SEC00294,55330.0,168115.96,ABOR,INR
POS0000559,2026-05-15,CL375,PORT-053,SEC00128,51857.0,241271.21,ABOR,CAD
POS0000560,2026-05-15,CL356,PORT-027,SEC00243,90880.0,98600.36,IBOR,JPY
POS0000561,2026-05-14,CL526,PORT-079,SEC00201,60628.0,260968.69,IBOR,CAD
POS0000562,2026-05-15,CL579,PORT-023,SEC00207,92002.0,120184.89,ABOR,INR
POS0000563,2026-05-14,CL900,PORT-075,SEC00230,65733.0,114872.89,IBOR,INR
POS0000564,2026-05-18,CL334,PORT-067,SEC00104,73886.0,248697.01,IBOR,JPY
POS0000565,2026-05-14,CL630,PORT-037,SEC00097,42104.0,98559.55,ABOR,USD
POS0000566,2026-05-19,CL717,PORT-040,SEC00008,26361.0,95597.19,ABOR,GBP
POS0000567,2026-05-18,CL111,PORT-028,SEC00274,40123.0,303972.84,Custodian,CAD
POS0000568,2026-05-14,CL905,PORT-034,SEC00088,49739.0,173708.57,ABOR,INR
POS0000569,2026-05-19,CL991,PORT-037,SEC00215,36181.0,68018.04,Custodian,USD
POS0000570,2026-05-16,CL177,PORT-012,SEC00219,27975.0,271953.08,IBOR,USD
POS0000571,2026-05-17,CL335,PORT-026,SEC00225,59170.0,127521.37,Custodian,JPY
POS0000572,2026-05-19,CL806,PORT-070,SEC00276,27881.0,70136.04,ABOR,CAD
POS0000573,2026-05-18,CL827,PORT-078,SEC00277,16263.0,36156.46,ABOR,INR
POS0000574,2026-05-16,CL240,PORT-005,SEC00000,25314.0,279861.07,IBOR,CAD
POS0000575,2026-05-16,CL924,PORT-058,SEC00268,44844.0,97153.66,IBOR,USD
POS0000576,2026-05-15,CL396,PORT-019,SEC00066,28200.0,77164.37,IBOR,CAD
POS0000577,2026-05-19,CL363,PORT-052,SEC00206,44982.0,238862.11,Custodian,USD
POS0000578,2026-05-18,CL421,PORT-050,SEC00215,63210.0,263939.44,IBOR,CAD
POS0000579,2026-05-19,CL703,PORT-070,SEC00017,62638.0,101492.3,ABOR,CAD
POS0000580,2026-05-19,CL285,PORT-056,SEC00090,35462.0,281414.63,Custodian,JPY
POS0000581,2026-05-17,CL588,PORT-066,SEC00291,21313.0,558458.59,IBOR,JPY
POS0000582,2026-05-16,CL167,PORT-064,SEC00045,37336.0,365126.07,Custodian,GBP
POS0000583,2026-05-17,CL232,PORT-052,SEC00074,64424.0,332579.52,Custodian,JPY
