trade_id,trade_date,settlement_date,security_id,client_id,portfolio,quantity,trade_price,trade_currency,status,source_system
TRD0000519,2026-05-08,2026-04-07,SEC00143,CL948,PORT-065,29022.0,56.68,INR,Matched,SimCorp
TRD0000520,2026-04-08,2026-05-14,SEC00315,CL142,PORT-003,13687.0,89.74,GBP,Booked,Bloomberg AIM
TRD0000521,2026-04-07,2026-05-17,SEC00294,CL768,PORT-006,13174.0,59.26,INR,Matched,SimCorp
TRD0000522,2026-04-27,2026-05-20,SEC00289,CL256,PORT-003,17607.0,102.92,JPY,Matched,Aladdin
TRD0000523,2026-05-01,2026-04-15,SEC00186,CL901,PORT-032,20632.0,65.77,INR,Booked,Aladdin
TRD0000524,2026-04-13,2026-05-03,SEC00255,CL143,PORT-058,16843.0,69.83,GBP,Matched,Aladdin
TRD0000525,2026-05-11,2026-05-02,SEC00307,CL321,PORT-053,25870.0,60.57,INR,Matched,Aladdin
TRD0000526,2026-04-20,2026-04-22,SEC00086,CL272,PORT-017,12006.0,55.54,INR,Matched,Bloomberg AIM
TRD0000527,2026-04-19,2026-05-02,SEC00012,CL642,PORT-052,18901.0,55.06,CAD,Matched,SimCorp
TRD0000528,2026-04-18,2026-04-26,SEC00102,CL103,PORT-052,21339.0,73.33,EUR,Matched,Aladdin
TRD0000529,2026-05-10,2026-05-19,SEC00203,CL115,PORT-016,14998.0,50.85,CAD,Matched,SimCorp
TRD0000530,2026-04-17,2026-05-14,SEC00175,CL553,PORT-060,24298.0,93.1,EUR,Booked,Bloomberg AIM
TRD0000531,2026-04-22,2026-04-10,SEC00025,CL973,PORT-034,19117.0,83.82,CAD,Booked,SimCorp
TRD0000532,2026-04-10,2026-05-01,UNKNOWN,CL574,PORT-005,23916.0,97.98,USD,Matched,SimCorp
TRD0000533,2026-05-12,2026-05-14,SEC00055,CL500,PORT-031,19456.0,44.92,EUR,Booked,Bloomberg AIM
TRD0000534,2026-04-22,2026-05-05,SEC00161,CL691,PORT-061,20823.0,36.79,JPY,Booked,Bloomberg AIM
TRD0000535,2026-04-12,2026-05-06,SEC00184,CL596,PORT-056,13257.0,66.59,JPY,Booked,Bloomberg AIM
TRD0000536,2026-05-07,2026-05-09,SEC00203,CL446,PORT-022,13269.0,183.93,INR,Booked,SimCorp
TRD0000537,2026-04-16,2026-05-08,SEC00132,CL629,PORT-060,27183.0,103.87,GBP,Cancelled,SimCorp
TRD0000538,2026-05-15,2026-04-19,SEC00130,CL102,PORT-031,22766.0,54.92,USD,Booked,Murex
TRD0000539,2026-04-17,2026-05-17,SEC00217,CL319,PORT-037,10328.0,77.37,JPY,Booked,Murex
TRD0000540,2026-04-22,2026-05-08,SEC00239,CL705,PORT-007,19356.0,86.03,JPY,Unmatched,Aladdin
TRD0000541,2026-05-11,2026-04-30,SEC00258,CL407,PORT-079,197.0,41.31,JPY,Unmatched,Murex
TRD0000542,2026-05-17,2026-04-27,SEC00106,CL148,PORT-067,13695.0,107.7,GBP,Booked,Murex
TRD0000543,2026-04-16,2026-04-12,SEC00135,CL211,PORT-016,25208.0,62.89,CAD,Unmatched,Murex
TRD0000544,2026-05-09,2026-04-10,SEC00105,CL878,PORT-045,17061.0,64.6,INR,Booked,SimCorp
TRD0000545,2026-04-27,2026-05-08,SEC00168,CL396,PORT-062,18884.0,67.24,EUR,Matched,Bloomberg AIM
TRD0000546,2026-05-17,2026-04-27,SEC00040,CL120,PORT-040,-4623.0,99.54,USD,Booked,Aladdin
TRD0000547,2026-04-06,2026-05-20,SEC00137,CL755,PORT-017,15058.0,51.2,EUR,Booked,Aladdin
TRD0000548,2026-04-25,2026-04-24,SEC00060,CL576,PORT-077,20537.0,36.69,USD,Booked,Bloomberg AIM
TRD0000549,2026-04-08,2026-05-15,SEC00170,CL505,PORT-022,21490.0,74.67,INR,Matched,Aladdin
TRD0000550,2026-05-12,2026-05-18,SEC00272,CL904,PORT-027,25218.0,32.61,JPY,Booked,Aladdin
TRD0000551,2026-05-10,2026-04-21,SEC00315,CL382,PORT-030,16423.0,60.02,GBP,Matched,SimCorp
TRD0000552,2026-04-22,2026-05-13,SEC00142,CL614,PORT-071,16758.0,101.03,JPY,Matched,SimCorp
TRD0000553,2026-04-22,2026-04-30,SEC00018,CL769,PORT-040,8009.0,81.67,INR,Booked,Aladdin
TRD0000554,2026-04-14,2026-05-17,SEC00072,CL646,PORT-057,16466.0,96.05,INR,Unmatched,Murex
TRD0000555,2026-04-08,2026-04-18,SEC00033,CL286,PORT-072,8538.0,82.86,GBP,Booked,Bloomberg AIM
TRD0000556,2026-04-13,2026-04-17,SEC00242,CL712,PORT-074,4141.0,155.03,JPY,Booked,Murex
TRD0000557,2026-05-13,2026-04-26,SEC00315,CL768,PORT-068,9861.0,54.28,JPY,Booked,Murex
TRD0000558,2026-05-06,2026-04-14,SEC00177,CL210,PORT-072,29315.0,76.66,CAD,Booked,Bloomberg AIM
TRD0000559,2026-04-08,2026-05-02,SEC00056,CL248,PORT-075,15971.0,57.21,INR,Booked,SimCorp
TRD0000560,2026-04-25,2026-05-13,SEC00006,CL706,PORT-079,19649.0,93.21,EUR,Matched,Murex
TRD0000561,2026-04-10,2026-05-15,SEC00312,CL206,PORT-051,14149.0,65.26,CAD,Matched,Bloomberg AIM
TRD0000562,2026-04-24,2026-05-12,SEC00101,CL891,PORT-011,4571.0,121.7,GBP,Matched,SimCorp
TRD0000563,2026-05-17,2026-05-12,SEC00035,CL198,PORT-009,25021.0,55.38,INR,Matched,SimCorp
TRD0000564,2026-04-28,2026-05-07,SEC00056,CL975,PORT-063,1709.0,109.13,CAD,Matched,Aladdin
TRD0000565,2026-04-12,2026-05-12,SEC00081,CL703,PORT-025,13839.0,82.07,INR,Booked,Murex
TRD0000566,2026-04-20,2026-04-25,SEC00209,CL498,PORT-064,17590.0,65.93,USD,Matched,Murex
TRD0000567,2026-05-14,2026-05-15,SEC00285,CL341,PORT-074,19729.0,80.63,EUR,Unmatched,Bloomberg AIM
TRD0000568,2026-05-10,2026-04-24,SEC00088,CL409,PORT-051,12551.0,73.07,INR,Booked,Aladdin
TRD0000569,2026-04-11,2026-05-06,SEC00219,CL772,PORT-061,4215.0,75.53,USD,Matched,Murex
TRD0000570,2026-04-05,2026-04-21,SEC00020,CL777,PORT-023,11992.0,62.03,USD,Unmatched,Aladdin
TRD0000571,2026-04-16,2026-04-28,SEC00003,CL287,PORT-035,12384.0,52.17,EUR,Matched,Aladdin
TRD0000572,2026-05-15,2026-04-11,SEC00017,CL588,PORT-077,12202.0,59.31,GBP,Cancelled,Aladdin
TRD0000573,2026-04-22,2026-05-02,SEC00295,CL992,PORT-065,25275.0,37.0,USD,Booked,SimCorp
TRD0000574,2026-04-12,2026-05-08,SEC00186,CL331,PORT-017,8898.0,89.54,USD,Matched,SimCorp
TRD0000575,2026-04-21,2026-04-25,SEC00257,CL723,PORT-074,20257.0,43.28,GBP,Booked,Murex
TRD0000576,2026-04-23,2026-04-22,SEC00006,CL254,PORT-040,19187.0,61.8,JPY,Booked,SimCorp
TRD0000577,2026-04-28,2026-05-02,SEC00007,CL849,PORT-067,25203.0,83.66,JPY,Cancelled,Murex
TRD0000578,2026-05-08,2026-04-26,SEC00271,CL253,PORT-042,17002.0,89.46,INR,Booked,SimCorp
TRD0000579,2026-05-07,2026-04-30,SEC00032,CL367,PORT-048,23933.0,35.83,CAD,Cancelled,Bloomberg AIM
TRD0000580,2026-04-16,2026-05-08,SEC00049,CL512,PORT-013,16708.0,64.58,USD,Matched,Bloomberg AIM
TRD0000581,2026-05-16,2026-05-07,SEC00166,CL433,PORT-027,21258.0,78.33,INR,Unmatched,Murex
TRD0000582,2026-05-16,2026-04-11,SEC00194,CL252,PORT-058,6728.0,67.91,USD,Unmatched,Murex
TRD0000583,2026-05-02,2026-04-21,SEC00073,CL676,PORT-067,-1787.0,106.74,GBP,Matched,Murex
TRD0000584,2026-04-15,2026-05-17,SEC00142,CL117,PORT-008,20832.0,50.02,GBP,Cancelled,Murex
TRD0000585,2026-04-20,2026-04-08,SEC00215,CL984,PORT-007,21234.0,32.55,INR,Matched,Aladdin
TRD0000586,2026-04-23,2026-04-19,SEC00141,CL146,PORT-055,21566.0,88.55,EUR,Matched,Aladdin
TRD0000587,2026-04-25,2026-05-19,SEC00122,CL400,PORT-036,14063.0,55.26,CAD,Matched,SimCorp
TRD0000588,2026-05-15,2026-04-19,SEC00022,CL935,PORT-068,29173.0,36.04,GBP,Booked,Aladdin
TRD0000589,2026-05-05,2026-04-25,SEC00144,CL239,PORT-006,14551.0,63.09,INR,Booked,SimCorp
TRD0000590,2026-05-16,2026-04-10,SEC00256,CL165,PORT-028,21157.0,102.59,CAD,Booked,Bloomberg AIM
TRD0000591,2026-04-15,2026-04-29,SEC00200,CL768,PORT-003,22460.0,42.86,JPY,Matched,SimCorp
TRD0000592,2026-04-16,2026-04-28,SEC00285,CL165,PORT-057,30891.0,151.05,USD,Booked,Aladdin
TRD0000593,2026-05-08,2026-05-07,SEC00040,CL908,PORT-068,15622.0,49.74,INR,Matched,Murex
TRD0000594,2026-05-06,2026-05-07,SEC00003,CL505,PORT-013,13101.0,68.75,GBP,Matched,SimCorp
TRD0000595,2026-05-05,2026-04-24,SEC00175,CL881,PORT-026,-6764.0,43.52,GBP,Matched,Murex
TRD0000596,2026-04-09,2026-04-14,SEC00057,CL320,PORT-067,29643.0,67.66,GBP,Unmatched,Bloomberg AIM
TRD0000597,2026-04-28,2026-04-11,SEC00190,CL226,PORT-004,21161.0,63.64,EUR,Unmatched,Bloomberg AIM
TRD0000598,2026-04-15,2026-04-17,SEC00289,CL965,PORT-076,21398.0,39.59,EUR,Unmatched,Murex
TRD0000599,2026-04-29,2026-04-24,SEC00107,CL785,PORT-071,41375.0,179.3,CAD,Matched,SimCorp
TRD0000600,2026-04-18,2026-04-29,SEC00175,CL918,PORT-013,20438.0,56.07,EUR,Booked,Aladdin
TRD0000601,2026-04-26,2026-05-06,SEC00218,CL387,PORT-011,8233.0,56.09,GBP,Unmatched,Murex
TRD0000602,2026-05-07,2026-04-17,SEC00048,CL463,PORT-055,16531.0,93.61,INR,Booked,Bloomberg AIM
TRD0000603,2026-04-10,2026-05-07,SEC00287,CL618,PORT-001,10689.0,125.84,EUR,Booked,SimCorp
TRD0000604,2026-04-18,2026-05-09,SEC00064,CL503,PORT-040,15031.0,98.91,JPY,Booked,Bloomberg AIM
TRD0000605,2026-04-15,2026-04-12,SEC00258,CL318,PORT-006,14981.0,43.8,CAD,Matched,SimCorp
TRD0000606,2026-04-07,2026-04-25,SEC00211,CL437,PORT-042,13597.0,71.87,INR,Matched,Murex
TRD0000607,2026-05-08,2026-05-06,SEC00045,CL647,PORT-028,7550.0,34.52,USD,Booked,Bloomberg AIM
TRD0000608,2026-05-15,2026-04-13,SEC00231,CL134,PORT-056,29944.0,91.43,GBP,Matched,SimCorp
TRD0000609,2026-04-23,2026-04-08,SEC00062,CL402,PORT-070,20241.0,37.63,USD,Booked,Bloomberg AIM
TRD0000610,2026-05-05,2026-05-07,SEC00191,CL363,PORT-039,16309.0,50.34,JPY,Booked,Murex
TRD0000611,2026-04-30,2026-04-28,SEC00307,CL163,PORT-051,23682.0,66.61,EUR,Booked,SimCorp
TRD0000612,2026-05-09,2026-04-30,SEC00305,CL210,PORT-048,21533.0,77.93,CAD,Booked,Murex
TRD0000613,2026-05-02,2026-04-20,SEC00278,CL545,PORT-078,20068.0,60.87,EUR,Matched,Aladdin
TRD0000614,2026-05-02,2026-04-09,SEC00158,CL192,PORT-019,23137.0,113.49,CAD,Booked,Aladdin
TRD0000615,2026-05-04,2026-04-27,SEC00179,CL410,PORT-019,19005.0,85.9,GBP,Booked,Murex
TRD0000616,2026-04-16,2026-04-16,SEC00096,CL604,PORT-030,23027.0,83.57,CAD,Booked,Bloomberg AIM
TRD0000617,2026-04-23,2026-04-25,SEC00294,CL885,PORT-059,23648.0,43.37,EUR,Matched,Aladdin
TRD0000618,2026-04-28,2026-04-12,SEC00152,CL188,PORT-069,19220.0,120.88,EUR,Cancelled,Bloomberg AIM
TRD0000619,2026-05-14,2026-05-03,SEC00246,CL490,PORT-022,16347.0,50.35,GBP,Matched,SimCorp
TRD0000620,2026-04-24,2026-05-04,SEC00115,CL192,PORT-009,29478.0,122.5,CAD,Matched,SimCorp
TRD0000621,2026-05-12,2026-05-02,SEC00236,CL485,PORT-049,14416.0,135.34,INR,Unmatched,SimCorp
TRD0000622,2026-05-05,2026-04-07,SEC00071,CL531,PORT-048,20935.0,79.79,INR,Booked,SimCorp
TRD0000623,2026-05-01,2026-04-24,SEC00234,CL818,PORT-030,21104.0,95.7,JPY,Booked,Murex
TRD0000624,2026-05-13,2026-05-15,SEC00014,CL497,PORT-015,13428.0,22.67,INR,Matched,SimCorp
TRD0000625,2026-05-02,2026-05-20,SEC00033,CL941,PORT-068,11941.0,62.29,JPY,Booked,SimCorp
TRD0000626,2026-05-07,2026-04-28,SEC00112,CL223,PORT-067,15346.0,98.08,INR,Matched,Murex
TRD0000627,2026-04-11,2026-04-15,SEC00154,CL147,PORT-060,14308.0,92.16,CAD,Matched,Bloomberg AIM
TRD0000628,2026-04-11,2026-04-30,SEC00227,CL103,PORT-046,7064.0,43.51,CAD,Booked,Aladdin
TRD0000629,2026-05-19,2026-04-26,SEC00114,CL420,PORT-021,13114.0,60.17,JPY,Matched,Bloomberg AIM
TRD0000630,2026-04-22,2026-04-16,SEC00005,CL273,PORT-032,19997.0,27.45,GBP,Booked,Bloomberg AIM
TRD0000631,2026-04-21,2026-04-28,SEC00104,CL182,PORT-006,27495.0,77.06,JPY,Booked,Bloomberg AIM
TRD0000632,2026-05-02,2026-04-11,SEC00140,CL312,PORT-020,22158.0,34.5,INR,Unmatched,Aladdin
TRD0000633,2026-04-28,2026-04-23,SEC00173,CL976,PORT-036,-1497.0,99.05,CAD,Matched,SimCorp
TRD0000634,2026-04-14,2026-04-19,SEC00206,CL819,PORT-035,22810.0,100.88,INR,Booked,Bloomberg AIM
TRD0000635,2026-05-02,2026-04-16,SEC00079,CL116,PORT-007,13814.0,56.48,CAD,Booked,Bloomberg AIM
TRD0000636,2026-05-17,2026-04-23,SEC00195,CL922,PORT-076,21398.0,80.03,INR,Booked,Bloomberg AIM
TRD0000637,2026-05-03,2026-05-19,SEC00202,CL284,PORT-022,17894.0,61.81,CAD,Booked,Murex
TRD0000638,2026-05-08,2026-05-02,SEC00248,CL464,PORT-041,16555.0,72.58,INR,Booked,Bloomberg AIM
TRD0000639,2026-05-02,2026-05-15,SEC00167,CL394,PORT-037,17233.0,44.63,CAD,Booked,SimCorp
TRD0000640,2026-05-09,2026-04-29,SEC00259,CL464,PORT-038,17832.0,82.92,EUR,Unmatched,Bloomberg AIM
TRD0000641,2026-05-13,2026-05-15,SEC00070,CL783,PORT-067,28083.0,37.55,CAD,Matched,SimCorp
TRD0000642,2026-04-05,2026-04-29,SEC00227,CL740,PORT-059,17853.0,35.15,GBP,Matched,SimCorp
TRD0000643,2026-05-14,2026-05-06,SEC00014,CL634,PORT-069,26142.0,63.9,INR,Matched,Bloomberg AIM
TRD0000644,2026-04-18,2026-05-21,SEC00032,CL663,PORT-030,25049.0,61.93,GBP,Matched,SimCorp
TRD0000645,2026-04-17,2026-05-16,SEC00276,CL754,PORT-021,23003.0,73.35,GBP,Matched,Bloomberg AIM
TRD0000646,2026-04-22,2026-04-29,SEC00152,CL265,PORT-034,-4600.0,53.13,INR,Unmatched,Bloomberg AIM
TRD0000647,2026-04-08,2026-05-18,SEC00198,CL455,PORT-045,26375.0,129.02,JPY,Matched,Murex
TRD0000648,2026-05-19,2026-04-13,SEC00193,CL196,PORT-027,14566.0,70.54,INR,Matched,Aladdin
TRD0000649,2026-05-06,2026-04-17,SEC00222,CL733,PORT-037,23368.0,72.35,USD,Matched,SimCorp
TRD0000650,2026-05-11,2026-04-20,SEC00078,CL493,PORT-012,10706.0,71.45,CAD,Matched,Murex
TRD0000651,2026-04-24,2026-05-14,SEC00057,CL672,PORT-047,9112.0,94.73,GBP,Booked,SimCorp
TRD0000652,2026-04-21,2026-04-16,SEC00013,CL607,PORT-057,32823.0,81.58,INR,Booked,Bloomberg AIM
TRD0000653,2026-04-09,2026-04-23,SEC00276,CL345,PORT-042,10823.0,77.84,EUR,Booked,Bloomberg AIM
TRD0000654,2026-05-02,2026-05-04,SEC00071,CL224,PORT-069,26596.0,86.28,JPY,Booked,Murex
TRD0000655,2026-05-09,2026-05-21,SEC00184,CL974,PORT-079,18888.0,35.21,JPY,Booked,Aladdin
TRD0000656,2026-04-08,2026-04-28,SEC00145,CL363,PORT-072,14849.0,35.68,USD,Booked,SimCorp
TRD0000657,2026-04-19,2026-04-16,SEC00051,CL198,PORT-008,17664.0,64.93,GBP,Booked,SimCorp
TRD0000658,2026-04-15,2026-05-20,SEC00132,CL375,PORT-070,8242.0,62.23,JPY,Unmatched,Bloomberg AIM
TRD0000659,2026-04-29,2026-05-19,SEC00026,CL911,PORT-027,17897.0,81.69,CAD,Booked,Murex
TRD0000660,2026-04-29,2026-05-04,SEC00056,CL334,PORT-036,9879.0,67.16,CAD,Booked,Aladdin
TRD0000661,2026-05-02,2026-04-28,SEC00044,CL987,PORT-033,15034.0,81.75,GBP,Booked,Aladdin
TRD0000662,2026-04-16,2026-04-30,SEC00263,CL514,PORT-023,24940.0,43.12,JPY,Booked,Murex
TRD0000663,2026-05-10,2026-05-02,SEC00181,CL874,PORT-070,19906.0,66.44,EUR,Matched,Bloomberg AIM
TRD0000664,2026-04-06,2026-05-10,SEC00296,CL687,PORT-051,-6884.0,41.71,CAD,Matched,Bloomberg AIM
TRD0000665,2026-05-12,2026-05-19,SEC00139,CL139,PORT-077,24386.0,76.36,CAD,Booked,Aladdin
TRD0000666,2026-04-29,2026-05-20,SEC00064,CL557,PORT-076,17947.0,34.56,CAD,Matched,Bloomberg AIM
TRD0000667,2026-05-05,2026-05-17,SEC00194,CL474,PORT-034,13934.0,75.33,GBP,Booked,SimCorp
TRD0000668,2026-04-21,2026-04-20,SEC00297,CL281,PORT-058,23600.0,39.88,GBP,Matched,Bloomberg AIM
TRD0000669,2026-04-19,2026-04-16,SEC00170,CL594,PORT-040,16746.0,58.31,INR,Unmatched,Aladdin
TRD0000670,2026-04-08,2026-05-02,SEC00005,CL192,PORT-040,9258.0,91.22,INR,Unmatched,SimCorp
TRD0000671,2026-04-14,2026-05-18,SEC00097,CL727,PORT-059,31859.0,72.21,EUR,Booked,Bloomberg AIM
TRD0000672,2026-05-08,2026-05-03,SEC00295,CL838,PORT-055,17870.0,37.49,JPY,Matched,Bloomberg AIM
TRD0000673,2026-05-10,2026-04-07,SEC00165,CL183,PORT-073,17390.0,52.7,JPY,Matched,Murex
TRD0000674,2026-04-10,2026-05-10,SEC00304,CL530,PORT-062,14962.0,39.43,GBP,Unmatched,Murex
TRD0000675,2026-04-28,2026-04-29,SEC00162,CL688,PORT-050,26850.0,36.85,GBP,Booked,Aladdin
TRD0000676,2026-05-15,2026-04-27,SEC00003,CL155,PORT-073,14063.0,69.49,EUR,Matched,Aladdin
TRD0000677,2026-04-12,2026-05-07,SEC00279,CL450,PORT-009,6413.0,81.13,GBP,Booked,SimCorp
TRD0000678,2026-04-20,2026-05-02,SEC00244,CL332,PORT-061,12910.0,77.81,EUR,Booked,Murex
TRD0000679,2026-05-18,2026-04-30,SEC00228,CL135,PORT-031,27951.0,82.35,EUR,Matched,SimCorp
TRD0000680,2026-04-14,2026-04-30,SEC00310,CL822,PORT-035,24241.0,66.41,EUR,Matched,Murex
TRD0000681,2026-04-22,2026-04-19,SEC00062,CL499,PORT-062,16087.0,60.6,GBP,Booked,Aladdin
TRD0000682,2026-04-22,2026-04-25,SEC00289,CL775,PORT-022,28299.0,45.81,JPY,Unmatched,Murex
TRD0000683,2026-04-11,2026-05-19,SEC00074,CL627,PORT-070,23610.0,57.17,GBP,Matched,Aladdin
TRD0000684,2026-04-27,2026-05-21,SEC00310,CL887,PORT-040,16001.0,41.99,USD,Cancelled,Murex
TRD0000685,2026-04-29,2026-05-03,SEC00061,CL996,PORT-028,16756.0,49.61,INR,Matched,Murex
TRD0000686,2026-04-22,2026-04-11,SEC00176,CL641,PORT-026,20470.0,68.79,GBP,Unmatched,SimCorp
TRD0000687,2026-05-11,2026-05-20,SEC00252,CL416,PORT-034,11761.0,63.99,JPY,Matched,SimCorp
TRD0000688,2026-05-13,2026-05-18,SEC00025,CL480,PORT-075,18034.0,194.93,JPY,Booked,Bloomberg AIM
TRD0000689,2026-04-12,2026-04-21,SEC00021,CL842,PORT-009,20314.0,41.64,JPY,Booked,Bloomberg AIM
TRD0000690,2026-05-10,2026-05-01,SEC00271,CL483,PORT-041,5348.0,63.83,GBP,Unmatched,Aladdin
TRD0000691,2026-04-27,2026-05-11,SEC00019,CL567,PORT-066,16580.0,40.52,INR,Booked,Aladdin
TRD0000692,2026-05-07,2026-05-12,SEC00196,CL274,PORT-038,15727.0,58.22,CAD,Booked,Murex
TRD0000693,2026-05-09,2026-04-22,SEC00300,CL990,PORT-045,25711.0,59.06,CAD,Matched,Murex
TRD0000694,2026-04-23,2026-04-28,SEC00196,CL685,PORT-028,4166.0,89.63,GBP,Booked,Aladdin
TRD0000695,2026-04-13,2026-04-23,SEC00153,CL396,PORT-011,15139.0,56.98,GBP,Booked,Murex
TRD0000696,2026-04-30,2026-05-09,SEC00133,CL625,PORT-051,14387.0,62.37,USD,Matched,Murex
TRD0000697,2026-05-13,2026-04-28,SEC00204,CL460,PORT-073,25201.0,57.36,GBP,Booked,Murex
TRD0000698,2026-05-08,2026-04-13,SEC00182,CL239,PORT-042,17673.0,40.84,CAD,Matched,Aladdin
TRD0000699,2026-05-12,2026-05-07,SEC00160,CL886,PORT-035,31471.0,53.08,EUR,Booked,Bloomberg AIM
TRD0000700,2026-04-10,2026-05-04,SEC00049,CL896,PORT-011,22967.0,58.34,CAD,Matched,Aladdin
TRD0000701,2026-05-05,2026-05-14,SEC00212,CL850,PORT-075,14923.0,68.43,INR,Booked,Aladdin
TRD0000702,2026-05-03,2026-04-23,SEC00236,CL431,PORT-069,19797.0,81.1,JPY,Matched,Aladdin
TRD0000703,2026-05-16,2026-05-20,SEC00226,CL330,PORT-072,15344.0,61.43,JPY,Booked,SimCorp
TRD0000704,2026-04-29,2026-05-10,SEC00024,CL144,PORT-029,24445.0,61.05,INR,Booked,Bloomberg AIM
TRD0000705,2026-04-08,2026-04-19,SEC00224,CL757,PORT-050,8009.0,36.51,USD,Matched,Aladdin
TRD0000706,2026-05-01,2026-05-21,SEC00233,CL394,PORT-035,11822.0,80.55,USD,Booked,Aladdin
TRD0000707,2026-04-20,2026-04-07,SEC00058,CL902,PORT-019,21418.0,52.27,EUR,Matched,SimCorp
TRD0000708,2026-05-11,2026-05-03,SEC00271,CL882,PORT-017,27193.0,86.62,INR,Booked,Aladdin
TRD0000709,2026-05-13,2026-05-04,SEC00167,CL215,PORT-031,1485.0,105.72,GBP,Booked,Murex
TRD0000710,2026-04-17,2026-04-27,SEC00151,CL924,PORT-044,28309.0,62.44,EUR,Booked,Aladdin
TRD0000711,2026-05-17,2026-04-23,SEC00231,CL226,PORT-010,16949.0,46.61,USD,Unmatched,SimCorp
TRD0000712,2026-04-29,2026-05-01,SEC00163,CL540,PORT-056,3871.0,66.3,GBP,Booked,SimCorp
TRD0000713,2026-05-05,2026-04-12,SEC00174,CL526,PORT-037,-4513.0,75.34,GBP,Booked,Aladdin
TRD0000714,2026-05-19,2026-04-08,SEC00099,CL959,PORT-070,6530.0,59.71,EUR,Matched,Murex
TRD0000715,2026-04-26,2026-05-12,SEC00296,CL690,PORT-023,17852.0,54.74,USD,Booked,Aladdin
TRD0000716,2026-04-06,2026-04-20,SEC00310,CL886,PORT-005,17506.0,81.23,INR,Matched,SimCorp
TRD0000717,2026-05-16,2026-05-08,SEC00041,CL635,PORT-025,22749.0,79.37,INR,Cancelled,Bloomberg AIM
TRD0000718,2026-04-13,2026-04-07,SEC00234,CL841,PORT-077,13879.0,59.07,EUR,Matched,SimCorp
TRD0000719,2026-04-25,2026-05-10,SEC00007,CL866,PORT-026,9690.0,37.38,GBP,Matched,SimCorp
TRD0000720,2026-04-17,2026-05-08,SEC00118,CL872,PORT-056,14902.0,78.24,EUR,Booked,Aladdin
TRD0000721,2026-05-15,2026-04-19,SEC00310,CL470,PORT-067,18252.0,50.98,GBP,Cancelled,SimCorp
TRD0000722,2026-04-10,2026-04-16,SEC00055,CL443,PORT-023,19731.0,71.88,USD,Matched,Aladdin
TRD0000723,2026-05-19,2026-05-16,SEC00120,CL985,PORT-051,12081.0,70.31,CAD,Booked,SimCorp
TRD0000724,2026-04-09,2026-04-26,SEC00070,CL780,PORT-017,24761.0,34.43,INR,Unmatched,SimCorp
TRD0000725,2026-04-20,2026-05-06,SEC00233,CL924,PORT-029,13340.0,68.61,CAD,Unmatched,SimCorp
TRD0000726,2026-05-04,2026-04-24,SEC00148,CL619,PORT-024,11477.0,79.84,EUR,Matched,Aladdin
TRD0000727,2026-05-19,2026-04-26,SEC00189,CL935,PORT-054,13932.0,83.35,CAD,Booked,Murex
TRD0000728,2026-04-22,2026-04-07,SEC00301,CL746,PORT-070,26061.0,69.48,JPY,Matched,Aladdin
TRD0000729,2026-05-16,2026-04-09,SEC00166,CL767,PORT-020,17004.0,33.38,EUR,Matched,Aladdin
TRD0000730,2026-04-22,2026-04-22,SEC00234,CL259,PORT-024,12791.0,104.27,EUR,Matched,Aladdin
TRD0000731,2026-04-15,2026-04-21,SEC00031,CL609,PORT-065,24946.0,77.0,INR,Booked,Murex
TRD0000732,2026-05-07,2026-04-11,SEC00068,CL757,PORT-037,34071.0,43.77,INR,Booked,SimCorp
TRD0000733,2026-05-09,2026-05-13,SEC00302,CL784,PORT-041,19573.0,50.62,INR,Booked,SimCorp
TRD0000734,2026-05-10,2026-04-19,SEC00275,CL960,PORT-056,27254.0,72.31,EUR,Booked,Murex
TRD0000735,2026-05-09,2026-04-17,SEC00210,CL393,PORT-011,25771.0,84.6,JPY,Matched,Aladdin
TRD0000736,2026-05-14,2026-05-16,SEC00121,CL372,PORT-069,13458.0,56.22,CAD,Booked,Aladdin
TRD0000737,2026-05-08,2026-04-12,SEC00063,CL971,PORT-029,18200.0,89.03,USD,Booked,Aladdin
TRD0000738,2026-04-20,2026-04-20,SEC00272,CL986,PORT-053,8381.0,35.61,EUR,Matched,Bloomberg AIM
TRD0000739,2026-05-06,2026-05-06,SEC00251,CL261,PORT-035,16463.0,46.3,USD,Booked,Murex
TRD0000740,2026-04-14,2026-04-30,SEC00077,CL440,PORT-060,13304.0,32.38,USD,Booked,Bloomberg AIM
TRD0000741,2026-04-13,2026-04-29,SEC00188,CL952,PORT-049,14978.0,48.71,CAD,Unmatched,Murex
TRD0000742,2026-04-15,2026-04-10,SEC00197,CL279,PORT-014,12376.0,113.05,EUR,Booked,Murex
TRD0000743,2026-04-25,2026-04-08,SEC00152,CL804,PORT-015,15847.0,137.03,EUR,Unmatched,SimCorp
TRD0000744,2026-05-05,2026-04-15,SEC00296,CL200,PORT-070,21992.0,72.39,USD,Booked,Aladdin
TRD0000745,2026-04-08,2026-04-22,SEC00039,CL260,PORT-042,17104.0,53.33,CAD,Booked,Aladdin
TRD0000746,2026-05-10,2026-05-17,SEC00082,CL805,PORT-022,4017.0,61.71,GBP,Matched,Murex
TRD0000747,2026-04-29,2026-04-10,SEC00030,CL646,PORT-012,12404.0,78.7,INR,Booked,Bloomberg AIM
TRD0000748,2026-04-29,2026-05-15,SEC00221,CL598,PORT-011,6605.0,38.59,EUR,Matched,Murex
